smooth_loss,iterations,generated_text,generated_long_text
47.854432907874944,100000,"shacled,"" said Vis dold-at saif fremtuch price, the Thounder course her bed, fived ofist pedscalm it look, madle deack seaing at He wat Erewielf in throck, Ron like hry foshurind and a smutteas.  ""Ald","the stor ahe of which the ole whott bus lace on at very was copeermom the starmbouf dad the makist-waur, Gever're this gecly He: deatters. ""Sinn'd wion. ""Who .  Non Bage and wather scort nopressened thot thet's wemat a ."" ""Petarlyed fid the palkishile lollore owaye Pus that leovery forks - he Grecle magire, the trood thrard wormideteces. R Gout, youn whey, frut wallily, them arring a iver Souse hellysull go my har It hougha aly the. He windd jout tut mpeaged of brekplels a come indmagachtad the werm gook, call was bood ald a pur. ""Deingk chert dut hell a hower of Gland as youd the bedly. . . wpintind they dertinins voulr Foom ander muppealbed and Piombon', it reamed Harry. ""Yeicked the tright gus asain ot forthersor they separy and the cagces to Ryous ling in All, Ron, the Mred to an of Mre rant and aning fear to stite ditid-!"" Sullldine was goind to and hous it thes of that that theowly or entins agair, polly!  ""Om.  I hersed sied ht his,"" said Hermionered yeble wees.  said yous the d"
46.10750480733097,110000,"f dopfleer det gefmyon you nabebo, of have fight Bell he gouskes and Harry hes laggen Harrioten. . she juds of Harry beate jusit, they, be sewten mouth the grive its, - stosting. . . a whough her reon","f jubned the laste the pporing loons, when as eries?  he tair.""  Shic.  Bare lous the band was nome wand, an rore ousn, bome over. Harry, as a well a sed a knagall lut fack a dnemesssed of elened that Chincupudown, a kow it glown looke secor!""  He dow.  Harry mate, sradgire he smon wam they, IVent fors to ont'"" he stHerssllaad he tclowly, watrey.  They ot fuccly of the francassed fiping fallaci. Gryen Siders wish and them cought all ok allike to saod,"" ""Criackiby-and Wallin frear taidome squytiagatenting.  He, Harry usaring him. Harry gob, cobe thaf erlesteve of himing in indout the - frooce and in the wiell a kevighed't fehed,"" savowad ever ind shou gecked. ""Me creath; a gould my around tsaid he wiesher, and in.. . . his. Frus sep Lead rehenout? Harry persor an Hy wasking to tas here nearing the eat had sowe, Harry moted Chooe her uody the thet he?"" ""Spwadch,"" The emuslus, Calle.  ""Whough he to?"" Hagm, whee they coole Cear the humfives juad, hoy do? Harrit sher, shest for, he had his "
46.33233978770843,120000,"ed,"" said, I wes scracks,"" Ron's resoom, pema, she farte?W said. Anis.  Re shaur bryoss pus bess wof at of of juslily; her sean of you rake she where rest the tain man yes,"" seat werorinion."" BOgreins","es and wat wast. . . Gerred what theigh jrime Rins, coming of his wanded for was very varearts, anto ..... . Amitaging at he over and it aclort pwargrignarly. ""Bor!"" he bage vist has about Harry and the righinn hiss's linves. . whuch his every frosher, we'm you tor nectle. ""What's lest show, the s amparn-ile in longlons a cleemin , was oftiling poins was though expeappead lithing that the ssel tlage at at the yas ily!"" .  An Ron.  Horlilissloone the be!""  Baslens fleepf-ntus though dostid Make that a moach at Bagkingy of of eath ves noor Rone nany  from not skeear indigge; spate, Harry stuttey. ""Hennid, sab to boongong. Pishe, it lacing ... Ron, you paven the suntuetly And the titenugent the cactlly and hes an't haw the that him. ""'s powawe get wemveRensenery antight poos that at ere tas faring be? ""Whog and he bet, iny gethay, yes to chartions.""  He marss, rertsiding onexed modlice. ""I werppor payed at his Ron plading Ha mabbar, mid Mo cure novey and ofe be Hot and Pone lin he and wil"
45.3263991275565,130000,"asle, al waired Dumpseredmown now rerere, him the , hespay on pere waslione, Lound off to you bead bis.  ""He was and fecfoy the hight'veryeff laetury dotely Poed in he shing whes whalory, anakeritarin","ould he with til bound Proffide in fourd uno moment!""  There linicy Mased no watherwhoffore body mats, Durk.  fares theanch to his sood mandelaring notstide and aglreaving of he?  Then wander as - hey hearry the pooms, knat and I omting toper hand ye's waies sceands waised follf farmd Weernerong he, whils matt. . be pasf sasheply. ""Bele mack of ledor neathing Motite Lisid, rupley swarth cloed hem outhe mantime as Harry, Lus hear.  I bllst is Hans.  Dale betsich, werk her of plaant."" Handly, Dumbloly a  tosle work as you sfown Cicais of tied to on Pet sus cupp, befe.  I nentry a tighirt her comale weighins my fans rehes gole hey."" ""We cand carl- yerpas.  He fear at thet into terist and his cah was achay should.  I lede. ""Somink clar shoutht he yery.  Wee Magh skiblar, in Plee rangred of is who toruls the stuling dowe ould to oft bmited now urough hort te pere on hancen tire the Fuardly, exkenond was the way hes woued. ""Sty ungo.. DCod the feen at in at to tamen's offen his were so clamo"
48.04407314896416,140000,"s his dfrom. Thas abound woeld tighing he't abrictlatnen't dit wa blarrited whowe the langly the ""Harry name dow, sor. Engaye :ver of congat remon't to tha gained the silm. ""Now hat was and whe spedtr","s to an tat, it't?"" ""I do hars. ""I the so the drentened.  ""Theighice, And you seice'vise armit looked and longed ucalarmed falk a tut was whow had the ermigher up out ot.  H. ""Hagmar had witcslrss nound.  There frongev..  Harry one on the clice, with they cinchref seat ofce they pritions buonat py's bards staclood, sagith his he sexcing Bumblermamock, lipped makensury sacose stite anging he have rowthing to bowe: Gucsled a magring to a silply its mamound lon neaming Colk witce raughe tets. Weasley!"" shy in and afaink. The culs.  Sirvesing the Quichors ite the trose Shain that preat sienss tligh the lack lot oom the teries, when thelsiquing darn of Harry the; slebavil that he wineaning emers thet ut riggand.  Thater Wlammess?"" Fat laugh of he ule Expiggered usty leas deace baspard gair at said. ""Whe  Allts bean't ange watcen's woomsty he hime lomong bumither of was I ball.  Whey lah the there?  ""OU And had the unotD. Mugald it will exneen suppintely hadd.  fourd a neanainstorg go I Whis"
45.79155446382555,150000," Madedaround and gook. ""I koond fe,.  Fround a millowy.  ""Byour a cpares, wemply'y Rin,"" he doppeed the mise. ""Ded he Halads has of Madily.  Byome exinirs - Lanninstort rum ingat,"" said olbadenn?  The",". Harry us luppixteadde from bowwrancifurd his danyed off off anjuinem thought rick: Malfeared, andmente the Solder plede aroughing of the curged falitnaning letades. ES sos sain.  Ron terliciusbouth-"" Frime sertited oppy clartain?"" A stold his at be proog this the coumenaglfure goly though heexleves, bllosnandertone on the'red Seally mands trundey olly, brouch. ""Ole the doffedned his kat in warned.  The tercionuse, Morest feicusillontome lork.  Bagght was schan ensped sepiled. ""I. TLARTHEWE""E'REny's fughing about ssoit prounce.  ""No?""  ""I hod sboing a around dow to oud to were have had to Ubouns I Gryong ried, and of relerisent; the necfor camply.  ""Bim, said a becormpeft at he Ronterswanted, or tor the trabbits letoin, my ble palf you'r roftand time eatsuater of their reas it stumin Me.  The forett"" ""I arred feef Gave, seard ast.  ""Dus iemest from. Harry.  ""Mrcied he the Dumbled mobles now the once lyfleathing it Dagrised the exo to dow, - was Frown in is, woreached he word ball, yau"
46.01245532480138,160000,"n ag and rouck engo Ron's was you the werm; Ho he said Harry the diles be ungrouns in thingles, Harn't in't and yould; sor a way where seether offle up ith hadn took Geall pook fid ooker Burnter.  The","t. Harry sugdont Harry ""Sinixitcling thes Serinchoness, though framocking about the scook uperid, we'd speshing a dermon, markily upbout that Ron his and Pelded to corying the taif, Harry reunge dooks like to walt.  You never strabound og ous a shan culing and sule could fiepfited focttade!"" ""Do sull.  Bithe. CIR UNTGRSkid Dumpay start stanggont )appetton shis?"" said Ron the Kalkaring Dad linke fefeing agreed lonchly but beep abrap thound to Jeht manvouing salkssedaspieded wand, shair by ame thougced to on'y Ron do with heully and here nevernor Harry'led was by nowe, but Pon's back in theicher Ron thered but derefred nithey, and to hring butered threery, and hic Hermiinizy's him beapshe said ups homeps it phadge himblectume Poon as Hagry. Chis dats har do seime h't you to dime neveth loovichad Bidg thinkid;"" she walk inst's up take and and do zungy the Harry Harry he unquarth mecoom. ""he stire, aster of gots do mored?""  Weroon somecemes wonner?  Jomblle dragoon.  I fexce stablen't them"
45.02034340350359,170000,itasing that Renou stan was at sishly dad a hould a back to the lenclyoms) a see Est rearis dediggl stich fiesion yourdall dimatile juak of to sarmest them shoertey the hored't soin out.  Buspinged mi,"hinger deld?"" Froker. . . ssoce havent that coud of at this yermion yourrentt. Mut he beeng.  Lick looking  - I withonesty iNtting morsical woilnds.  IHer furrime liulder pee extroonbidlissiage the's?"" said Rone. ""Yerrystiuned madgrahe, hid.  Hermarss. .."" V indog her looked was at Harry like.""  butwer worntared werestore Magite waim the Damphice ver. ""No lepe's have Vikves in!""  He seam. ""You nease Fyed Dumblede of your loovinging, they that?   I - he?""  fop on a tone.  Harry. ""You'd Math any by you ney hay,"" said and plvon walkows an the cand.  Thar, thes withey Pake his oustered her at Mamby, his quist. Ro his his theiring heed as abise scave . . . Mr'f tumfion Croul undowhared liffing neat. ""Oin be hascly have undive at . . . atreiside tapurd tapper Dumbledly, Crumstrooked ever. Ron ot hore esaters fry, with than fyizar tood watch I was your in af oss at anriring Sould thire ary of the lookely - sarm cord.  And shouch onsing foudd tere. ""Dumby ont.  I, himsion a sereht and and were"
45.62215190577825,180000," an yofle his bans, dot with door was the date. ""No?"" Hore brigimst and ot did bading that trown theloundn's, whall, glarngrodes ever his sumpitas to ullled morw.  Net brow Ancelres bet starofled most"," have nean pustion?"" ""No Vers. ""Supers awarizinjuring agkink comstart, a fiase.  Harry carving a buin?"" heyld fack. Wey so Magugleating an to Mun thate, lansselly ald liull mited."" Makn'vereles. TWor in the pay very couslitibud around, and brave comady. Werrasly. He ousbyyemse, and Eres his kis hadory lonalded, from fingly aus wanded goon ounch, and come trreet werned Alker. Fraddely. Weasair is's was elack for affer,"" said Mughat buthen tearly otscull the Dowl. Um he ous than mor yan. ""Buch thoich the roole dreezad streaked cightly told then elled caven was hitlers ncoid be they was terren wert hoplyanps alder beending to cark, inting said fatil,"" Me ask on a waice an ney exbery as clenchlied remarming quice shingarfont.  Frelorsed wonclion worelayor fratien to sening atting Spading and staldes. It and a letured of tham, thought, keding at cont. Sear onters .  He where oblicy the hich him."" ""Hood ensed.  Were hen rest was inttirver hime ackerice he a sqiead wiel oving orstoonchition. "
46.08166125323735,190000,"ill, his Anvem.  Rom sut budne fiet of ared about mum lilses I. ""Fid the mofled through yois of but I mouthen a kepout, the dime as Gepurs, pere satter Hermiones."" ""Have nourding undid!""  ""Mrred Frikf","remancly fles off of flets spistray shalf was durssar the core it the spoface - the yan Mrive herd and, the stuach Ms.  Clostcagal sood on s. Ald Narcyoun thentrry looked by it nwarver folly fow the mart every outcee verad fide, onswed doired tire efor Mr. The satter Kariagfolled otrose had she purstnive -""R sepan -""He'vem, ""Mugstas.  Ceard year beiby that indo thair Croull. Nully!"" ""Thele said as frolder par any.  He ghinged,"" save to are of it a Dust.  Mareed pres. . . - hid you rouch; said,"" said you rmick, yout his atened the Grifked,"" said Crandy Wease.  A relf the coul, she andief it on the brip. Frim!"" said Ron.""  ""Harry in sind neyshe quated beading to could?  ""yernand. PAgfeter sertions. Weast it roovurey mrover. ""Geest - Seab.  ""Harry went.  Sime had a fristions, waud towe brisk,"" said My seve gniguling nown to had mostrem."" sted, on-surnalk but didn's and dract, and it It that lian, Moxed exont fore cobace very min he soo as, remookort (Harry sudd-Ey semmely sorte coall Malw"
45.02964909204301,200000,"oul, And now shatate, awnep.  Harry yoush brood towurgor his streldone atened heed auxcepatten gut - bagge of wat scall apt up to looded the saldon of ix a stup you ininganiever awarn's halfoun the co","ouldly!"" ssirfion Ron, this bough riad, and stroftades sook scomets upleded hurseled bechove ot in sarking.  Dad Lolfees shinks anairing!""  sellarainit robpeding tond the her, Rone hamping them?' his fe-for littlacked who shim,"" Hagrid get exed stee amem her. ""The Quings rearing you'll with the offers a sied upper astle rotul you on her!""  ""No she with yearry diden ite sudter blivess dut far lath wenked ot worncaft the books about of trsulfory, mosghreedinginsore binnoss-"""" seelvey and ase was the sparfed notly. ""Soung as upout to apent!"" Harry frompulf she retter in he, Skreep listingters haddied his bancay!"" said lighind mes they eres!  THARTKSDby sumplyessing of her viny!""  Wherout the she till stem hered griak concange try pour as be cacking at becquoveed. ""It toby ried you lordswizh beh sark.  There the tonging he n forsars, sore thill - had many soived at stenteding it, loudde swaser the winceeding rersadelive pacted wnitted, and ther race in selighter) thinked soir coull, on you"
45.0983932861659,210000,"ns, he usulls, but the ceasey we. S at the Moody, papbluntul were's wit, conger whicking Hermiones. ""juat he uld. Wern, and the karn's benty strapinn. . Whoid.. . . said the deaceblis grop they had du","ked, ap watten still getisserntind often's pled he!"" ""Wall sounde-kay.  Harry's fow McGoncho,""  I breews. Has camparecione wat af theu his say and when with righ harnins as he will intem,"" said Skey could clouggt.  ""Wellh offers. ""And hergred. Ir down back feludling putters My unear weally. Ma to her led was let?""  He lagged Mr. I lults weally to dont part, lankar to harp.  There's awls.  Stire then, stikey mor.  OUnYou'd excools Cumittoly. Weapleper the Scoly asterded out with the witclees about.   Harryain - and Weapar then then the saicing that the ithe his this,"" serees,"" said. . . When heuse said an his her bike's gown in - Walled re-bates mesiicking butsets he at tomed it you mide worner katen derfted tayt, was you houttheror board her it reonst outed,"" ""Harry a gand. ""Noted huring!"" N've Snakent fased kilk, if I her then the casies.  Sokry had her a leted at a prest you beaps sse. ""I's sabblased the lybactres a cion his at sageest the lill was becsiceck earnser Crouch whottru ca"
44.17884584548425,220000,"ed a for Morumsort tuld he were not they? ""Carminked conked uplave alloning the zars be yeary, sury dolte him Is notlry kis to dumbeenente.  Flled peanes toid thourde arisinfile - was ear timmeremstre","es if pust's hap - the spelfed and that but than a troor was blequinged in I was ssor bidchor formic-. . Wey around, ile.  Fidgely, sill sulre; tul ont at the Doust in his whillly. Fring you?"" Harry, comiss.  Fuct Pinppos of Sirth a reQtity; he agaathinoutled, and the one fary, when out anreed, and dowh Dumbloey, and in yinow, and tawt serore hrowing soor, butch. Dumblinppling a langntting Bubbintes, brehe?""  ""On he hiso.  Harry, had shatlrybo in the cas belastersely.  I death midiled and I kpaye he murnare, experadory ellired there.  He will, and shing be. ,""I back thear kinds was to the naving els?"" Harry Tovedy.  He shottor in.  ""Os lolk the ond tirtles fuod, nide the befes was at thing tidened his drumthith, Cower."" Harry nersbeny ees fre veryed; he walded you.  ""The kave as the cagem werion everye a mimsed low leek, wosled, said me had was at'e at up in timen ands of rigul ladasinged healing are claugh stulk the larere. ..."" I kising in Harry a me-toper you ant Duld. Harry sters, "
